id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
55720459,Quintessential Tribeca Loft,71618678787,unconfirmed,Mag,Manhattan,Tribeca,40.7172,-74.00675,United States,US,False,flexible,Entire home/apt,2009.0,$879 ,$176 ,3.0,3.0,12/8/2018,0.33,2.0,1.0,17.0,"This is our home, not a hotel so we expect guests to leave it as clean as they found it.  No smoking in the house. No pets are allowed.",
19692273,10 MINS TO MANHATTAN! Very private & sunny room.,26376227934,unconfirmed,Cagkan,Queens,Long Island City,40.75463,-73.93448,United States,US,False,moderate,Private room,2003.0,"$1,100 ",$220 ,3.0,44.0,7/1/2019,3.75,4.0,1.0,37.0,"We suggest you use email or texting contact us if need, do not call us. We will not accept calling from AirBnB guests. We will back to you ASAP.",
30970791,Minutes away from Central Park,62292735801,verified,Myla Jane,Manhattan,Harlem,40.82014558,-73.95646566,United States,US,True,moderate,Private room,2003.0,$56 ,$11 ,2.0,1.0,2/14/2022,1.0,3.0,5.0,49.0,,
30369889,Modern Condo with Private Backyard in Brooklyn,97382869957,verified,Felix,Brooklyn,Bushwick,40.69066,-73.91207,United States,US,True,moderate,Entire home/apt,2021.0,$455 ,$91 ,4.0,4.0,2/19/2022,2.14,4.0,1.0,140.0,,
55301263,Renovated 3BR 2 Full Bath with Washer & Dryer,30723088994,unconfirmed,Lucy,Brooklyn,Crown Heights,40.66977,-73.9489,United States,US,False,strict,Entire home/apt,2022.0,"$1,054 ",$211 ,,5.0,5/30/2019,0.48,5.0,5.0,278.0,"This house is used year round, so please no smoking. Pets are unfortunately not allowed.",
48317982,Beautiful Tranquil Bright Prime Location 1 bedroom,64419037614,verified,Rachel,Brooklyn,Prospect Heights,40.67764,-73.9647,United States,US,True,flexible,Entire home/apt,2018.0,"$1,086 ",$217 ,3.0,8.0,5/22/2017,0.23,5.0,1.0,337.0,"Respectful, quiet but enjoyable stay! Clean, or messy and then clean up before they leave! ;-)",
24967290,Private Bedroom in Williamsburg Apt!,26082052017,unconfirmed,Andi,Brooklyn,Williamsburg,40.71829,-73.95819,United States,US,False,moderate,Private room,2019.0,$229 ,$46 ,3.0,3.0,4/28/2019,1.07,3.0,2.0,97.0,,
52580633,Harlem Gem,3130250483,verified,LeMar,Manhattan,Harlem,40.81061,-73.95125,United States,US,False,strict,Entire home/apt,2003.0,$357 ,$71 ,2.0,12.0,7/6/2019,0.8,5.0,1.0,0.0,,
56092709,Cozy and spacious 1 BR near Columbia University,62279063978,verified,Victoria,Manhattan,Harlem,40.81736,-73.95294,United States,US,True,moderate,Private room,2009.0,$389 ,$78 ,3.0,49.0,5/24/2019,1.5,1.0,1.0,46.0,This is a quiet residential neighborhood. No partying or loudness please. No smoking in or around the premises. Please avoid wearing shoes in the carpeted parts of the house. Thank you!,
14812702,"Extremely Large, Beautiful 2 Bedroom -Union Square",97728637361,verified,Isabella,Manhattan,Chelsea,40.73726,-73.9928,United States,US,True,strict,Entire home/apt,2021.0,$326 ,$65 ,5.0,5.0,6/20/2019,0.21,4.0,1.0,5.0,Shoes off when in the house. No smoking inside. Try to keep it quiet.,
44471212,Balcony on 2nd floor Entire Apt close to Subway,11125136596,verified,Sunshine,Brooklyn,East New York,40.67404,-73.88276,United States,US,True,strict,Entire home/apt,2005.0,$195 ,$39 ,1.0,98.0,6/25/2019,3.4,3.0,1.0,23.0,"We regret we cannot accommodate pets.  Strictly no smoking anywhere on the property. Not inside. Not in the yard. Not on the deck or driveway. Like many New England houses, our house is constructed entirely of wood. No smoking please. ",
16728079,Sunny Charming Private 2BR Apartment in UES,39032605946,verified,Jasmine,Manhattan,Upper East Side,40.77752,-73.94647,United States,US,False,moderate,Private room,2007.0,$215 ,$43 ,4.0,0.0,,,2.0,1.0,0.0,"Please expect to share the apartment with guests having various backgrounds. Be respectful and decent, also enjoy interacting with each other. Please dress descent in the house especially in and out of the shower.",
51862091,UWS studio,62610535444,verified,David,Manhattan,Upper West Side,40.7902,-73.97568,United States,US,False,strict,Entire home/apt,2006.0,$435 ,$87 ,7.0,0.0,,,4.0,1.0,0.0,Smoking and drugs are not permitted on the property. Please remove outdoor shoes at the front door.,
11779471,PRIVATE SPACE  L TRAIN BEDFORD STOP!,19319710787,unconfirmed,Andrew,Brooklyn,Williamsburg,40.71721,-73.95965,United States,US,True,strict,Entire home/apt,2012.0,$374 ,$75 ,28.0,14.0,4/30/2019,0.42,1.0,1.0,234.0,Please treat this house as if it is your own.  - No smoking - No drug use - Shoes can be left in the hall. - Help yourself to anything in the refrigerator. - LOCK THE DOORS when you leave. Front door to condo locks on it's own.,
22845353,Oasis on Saratoga,47970295893,unconfirmed,Jermaine,Brooklyn,Crown Heights,40.67606,-73.9155,United States,US,True,moderate,Entire home/apt,2019.0,$332 ,$66 ,1.0,17.0,6/16/2019,2.48,3.0,1.0,48.0,"You must disclose at what time you are planning to arrive when booking.  If it's too late at night, we may not be able to accommodate you.  If you don't disclose the information, your reservation will be canceled immediately.  International guests:  Please make sure your visa/work permits are in order.  We cannot refund your money if you are unable to come because your paperwork was not in order.  If you are booking far in advance because of work/study issues, please be aware that if things change because of whatever circumstance we are not able to give you a full refund.  Please understand that we have kept your place for months foregoing other bookings.  The policy is that if you let us know a week in advance, you will receive 50% of what you have paid.  Also, the money that you pay upfront to secure the place is kept by airbnb which handles all money transactions.  No smoking indoors, only on the deck.  No pets.  Come and go as you please.  No loud music please.  Own housekeeping du",
53099795,Brooklyn Townhouse Apartment in Trendy Bushwick.,6358764496,verified,Emily,Brooklyn,Bushwick,40.68865,-73.9081,United States,US,True,moderate,Entire home/apt,2011.0,"$1,068 ",$214 ,4.0,40.0,6/20/2019,2.8,4.0,1.0,38.0,,
13195568,"Perfect, cozy room in Crown Heights, Brooklyn",74600828999,unconfirmed,Luca,Brooklyn,Crown Heights,40.67181,-73.95865,United States,US,False,strict,Private room,2005.0,$123 ,$25 ,25.0,2.0,8/20/2017,0.08,2.0,1.0,0.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",
23946640,"Easy access Mall, Midtown & JFK. Vast room space!",85666529984,verified,Kazuya,Queens,Elmhurst,40.74467,-73.8726,United States,US,True,flexible,Private room,2016.0,$365 ,$73 ,30.0,0.0,,,2.0,103.0,233.0,,
3825246,Modern Harlem Flat,59357353898,verified,Joshua,Manhattan,Harlem,40.80677,-73.94977,United States,US,True,strict,Entire home/apt,2003.0,$814 ,$163 ,2.0,13.0,6/9/2017,0.35,3.0,1.0,78.0,,
53016398,Cozy Private Room in Downtown Flushing法拉盛中心私人房间,79872764912,unconfirmed,Michelle & Evelyn,Queens,Flushing,40.76525,-73.83055,United States,US,True,flexible,Private room,2004.0,$808 ,$162 ,1.0,101.0,7/7/2019,7.03,5.0,3.0,33.0,Guests are encouraged to feel at home but be respectful and gentle.  A welcome sheet is provided in your room with useful information,
27525544,"Huge, Clean & Quiet room in a 2 BR Apt",43043710576,unconfirmed,Sara,Manhattan,Stuyvesant Town,40.73221,-73.97941,United States,US,False,moderate,Private room,2017.0,$783 ,$157 ,21.0,2.0,6/25/2019,2.0,5.0,1.0,321.0,,
6831415,Large Private Room in Williamsburg,21337850230,unconfirmed,Marie,Brooklyn,Williamsburg,40.71061,-73.94971,United States,US,True,strict,Private room,2015.0,$695 ,$139 ,1.0,40.0,10/1/2018,0.87,3.0,1.0,50.0,,
45129001,Charming Sunny Oasis - 1 Block From Express Train!,27615727172,unconfirmed,Kathleen,Manhattan,Harlem,40.82452,-73.94512,United States,US,True,moderate,Private room,2021.0,$766 ,$153 ,14.0,7.0,9/30/2018,0.29,2.0,2.0,310.0,No Smoking,
14178662,Charming One Bedroom in Brooklyn Heights,17063629341,verified,Evan,Brooklyn,Brooklyn Heights,40.69357,-73.99489,United States,US,True,flexible,Entire home/apt,2018.0,$97 ,$19 ,20.0,0.0,,,2.0,1.0,0.0,Respectable,
5399853,"Ideal ""Hotel Style"" Bedroom in LES",43221137907,verified,Chris,Manhattan,Lower East Side,40.71974,-73.98549,United States,US,True,moderate,Private room,2022.0,$596 ,$119 ,3.0,19.0,1/1/2019,0.41,3.0,1.0,94.0,No pets of any kind.  No loud noise after 11 PM.  ,
25115859,Sunny Private Room close to Manhattan(Green),32305793891,unconfirmed,Jianren,Brooklyn,Bushwick,40.69682,-73.93067,United States,US,False,flexible,Private room,2009.0,$440 ,$88 ,2.0,8.0,7/5/2019,3.08,3.0,1.0,159.0,"House Rules Welcome to Boston-Furnished-Rentals. We respectfully request that you take care of all furniture, appliances, and all other belongings in our apartments. Pets are allowed only with prior approval. Please turn off all lights and appliances including the A/C and heat when you leave. We also ask that you follow our trash rules while staying with us. The efforts of all our guests allow us to pass on savings for everyone. We look forward to your visit and thanks for choosing Boston-Furnished-Rentals while enjoying Boston.",
23470557,SPACIOUS 2BEDS APT. IN THE HEART OF NYC TIMESQUARE,79199337827,verified,Yan,Manhattan,Theater District,40.75749,-73.98921,United States,US,True,moderate,Entire home/apt,2017.0,"$1,061 ",$212 ,30.0,6.0,6/24/2019,1.88,2.0,2.0,233.0,"House Rules 1. All bookings made at least a week before check in are fully refundable if cancelled within 24 hours of booking. After this, you will receive a 50% refund if you cancel at least 7 days before the start of your trip. 2. Check-in time is any time after 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  3. All bookings require a security deposit of at least $300. 4. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in, we'll need a photo of your ID.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in most of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. I",
32416712,"Best of NYC! Location and Lux Apt 1 Bed 
& SofaBed",71008177110,unconfirmed,Sherry,Manhattan,Chelsea,40.75142,-73.99457,United States,US,True,moderate,Entire home/apt,2006.0,$99 ,$20 ,30.0,46.0,1/19/2022,1.23,3.0,1.0,189.0,,
16039913,"Sunny, peaceful room in Ridgewood/Bushwick",65573386882,verified,Dean,Queens,Ridgewood,40.70707,-73.91455,United States,US,False,strict,Private room,2019.0,$739 ,$148 ,30.0,6.0,5/2/2018,0.29,3.0,1.0,0.0,NO Smoking  Pets Allowed with a $375 non refundable pet fee.,
4394667,1 bedroom in Brooklyn,96840044443,verified,Danielle,Brooklyn,Sunset Park,40.65188,-74.00611,United States,US,True,flexible,Private room,2018.0,$81 ,$16 ,30.0,2.0,6/27/2017,0.04,3.0,1.0,191.0,"Please be respectful of other guests.  Keep the common areas clean and pick up after your self.  No loud music after 10:00PM.  It is a safe neighborhood but please, keep doors locked for safety No smoking in the house (smoking is allowed on the front or back decks).",
23012148,Queen Size Room in the Heart of Upper East Side,79894492034,unconfirmed,Rob,Manhattan,Upper East Side,40.77581,-73.95072,United States,US,True,flexible,Private room,2006.0,$138 ,$28 ,2.0,7.0,4/28/2019,1.11,2.0,2.0,66.0,,
51859882,和缘特色浪漫房,53373294711,unconfirmed,Emmy,Queens,Flushing,40.75656,-73.80385,United States,US,False,flexible,Private room,2022.0,$635 ,$127 ,1.0,3.0,2/20/2019,0.44,3.0,4.0,0.0,,
49875468,South-By-Southwest Room,31043833221,unconfirmed,Max,Manhattan,Upper West Side,40.80093,-73.9601,United States,US,False,moderate,Private room,2018.0,$177 ,$35 ,3.0,96.0,7/6/2019,2.8,3.0,1.0,134.0,,
42436539,Comfy Room III,52963468692,unconfirmed,Genny,Staten Island,Port Richmond,40.63517,-74.13352,United States,US,True,strict,Private room,2007.0,$525 ,$105 ,1.0,3.0,6/28/2019,0.93,2.0,3.0,365.0,,
15855997,Hillside Hotel,40474570652,unconfirmed,,Queens,Briarwood,40.70458,-73.81418,United States,US,True,strict,Private room,2021.0,$753 ,$151 ,1.0,0.0,,,3.0,18.0,355.0,,
6465792,Amazing 4 Bdrm Brownstone Apt,10771775418,verified,Craig,Brooklyn,Fort Greene,40.6874,-73.97484,United States,US,False,strict,Entire home/apt,2010.0,$892 ,$178 ,6.0,8.0,4/28/2019,0.23,1.0,1.0,9.0,This bedroom is available for a female guest only.  As a guest you will not be able to bring any friends/acquaintance during your stay. Cannot make loud noises inside or outside the house.,
3078536,Studio Apartment on 35th and 3rd,27487373531,unconfirmed,Bobbi,Manhattan,Murray Hill,40.7461,-73.97628,United States,US,False,flexible,Entire home/apt,2003.0,$442 ,$88 ,1.0,15.0,9/25/2015,0.29,3.0,1.0,263.0,I appreciate guests on the quiet side who are mindful that this is my home. Non-smoking please. No open flames permitted. No pets.,
44719195,"Quiet Bedroom in Central Bushwick, 16 mins to NYC",75672973155,unconfirmed,Dmitry,Brooklyn,Bushwick,40.69927,-73.91316,United States,US,True,moderate,Private room,2012.0,$980 ,$196 ,2.0,12.0,12/30/2018,1.26,4.0,2.0,0.0,"- Check-in time is 1PM - 12PM. - Earlier than 1pm check-in may be an option, will accommodate when possible.  -When you move in, I will clean the room for you.  - Quiet after 11pm - Please treat the home as you would your own, and treat your hosts as you would like to be treated! - Please let me know If you have any question, I will try my best to help you. - Please try to keep quiet It is okay that you have a child who is more than 7 years to live in, but the price should be discussed.",
25401950,Sonder | 116 John | Laid-Back Studio + Gym,39832184893,verified,Sonder (NYC),Manhattan,Financial District,40.70803,-74.00639,United States,US,True,strict,Entire home/apt,2004.0,$242 ,$48 ,29.0,0.0,,,2.0,327.0,325.0,"Thank you for your reservation. By placing your reservation online you indicated that you accepted the terms and conditions which have been printed below.  Please review your reservation summary as below - then print, sign and return the agreement to:  (EMAIL HIDDEN) or fax it to (PHONE NUMBER HIDDEN) or  mail it to: Spare Suite, Inc., 119 Braintree Street, Suite 510, Boston, MA 02134, USA Upon receipt, we will send you the welcome document with check in instructions and how to get your keys. ------------------------------------------------------------------------ ------------------------------------------------------------------------ Terms of the Agreement: BOOKING AND REFUND POLICY Once booked your reservation is guaranteed for the check in and check out times and dates specified. All reservations must be paid in advance, in full for the entire period of stay.  All reservations are final, and NON REFUNDABLE UNDER ANY CIRCUMSTANCES.  If you feel you may need to cancel once booked, yo",
44229857,Practical Modern 2 Bedroom Apartment on Subway,2011430315,unconfirmed,Sasha,Bronx,Fordham,40.85318,-73.90204,United States,US,True,moderate,Entire home/apt,2016.0,$525 ,$105 ,90.0,10.0,3/28/2019,0.41,4.0,7.0,310.0,,
12650448,Casa Soho 2 Bedroom 2 bath,50798405345,verified,Michael,Manhattan,SoHo,40.72182,-74.00033,United States,US,True,flexible,Entire home/apt,2021.0,$676 ,$135 ,3.0,0.0,,,4.0,1.0,6.0,"Check-in is after 3PM Some general information about the apartment. Please try to keep it relatively quite, especially at night. Strict no parties or entertainment policy. No additional guests are allowed outside of reservation. No smoking inside the apartment or hallway. No pets allowed in the apartment. Unfortunately no young children as the house is not equipped for children under 10.   When making a booking - please have a verified email address and phone number on your airbnb account. Respect and treat the apartment as your own and how you would expect others to treat yours. Please communicate with us as soon as possible, should something go wrong during your stay, so we can try to fix it as soon as possible. Once you've confirmed the booking, please respect the apartment and don't hesitate to make it your own. We want you to feel like you are at home, so to sum it all up.. don't do things you wouldn't do at your own place We look forward to welcoming you and have a great time in ",
3049264,"Cozy Room in LIC, 7 min to Times Sq",49049442316,verified,Alosha,Queens,Long Island City,40.74495,-73.95146,United States,US,False,strict,Private room,2015.0,"$1,147 ",$229 ,15.0,15.0,5/23/2019,0.29,5.0,2.0,159.0,"- NO parties or events. -NO smoking inside. You are welcome to smoke outside. -We ask guests to maintain a low noise level after 10pm and be respectful of noise levels during the day. You are welcome to have a few friends over for dinner but no loud music. -NOTHING but toilet paper and human waste in the toilet.  -Hair dyeing are not allowed in the apartment as the wood, furniture and bathroom sink can stain very easily. -All overnight guests must be booked through Airbnb. If you plan to have visitors during your stay, please check with us beforehand.  -All overnight guests must be booked through Airbnb.  Enjoy yourself!  Ask us for anything you may need while you're here! We will do our best to help.",
39738553,Large Room in Garden Duplex,79964508399,verified,Karen,Brooklyn,Park Slope,40.67422,-73.98097,United States,US,True,strict,Private room,2011.0,$548 ,$110 ,2.0,11.0,10/29/2018,0.14,5.0,2.0,158.0,,
39546353,1 Pvt. Room in Upper West Manhattan,35549160351,unconfirmed,Cleveland,Manhattan,Harlem,40.81908,-73.94776,United States,US,False,flexible,Private room,2020.0,$664 ,$133 ,1.0,327.0,6/29/2019,4.01,3.0,1.0,287.0,,
26334785,"Your Home In The Heart Of Bedstuy, Brooklyn!",29340024606,unconfirmed,Lawrence,Brooklyn,Bedford-Stuyvesant,40.68096,-73.92512,United States,US,False,strict,Entire home/apt,2005.0,$486 ,$97 ,1.0,6.0,7/6/2019,6.0,3.0,1.0,12.0,Please make sure the front house doors are locked when leaving. Please return keys to lock box upon check-out. Please limit use of the 2nd floor resident's bathroom to nighttime breaks only. The back areas of house are being renovated and are off-limits.,
40710049,Huge Private Bedroom in Harlem Apt,67184545236,unconfirmed,Mala,Manhattan,Harlem,40.81469,-73.94887,United States,US,True,moderate,Private room,2017.0,$959 ,$192 ,1.0,1.0,3/31/2016,0.03,3.0,1.0,0.0,,
31160230,Spacious & South Facing Apartment with Rooftop,29441214185,verified,Pınar,Brooklyn,Williamsburg,40.71255,-73.95151,United States,US,False,moderate,Entire home/apt,2017.0,$953 ,$191 ,5.0,3.0,2/13/2022,0.7,4.0,1.0,2.0,,
4869645,Beautiful Bushwick - 3BR Apartment,78178630543,verified,S.,Brooklyn,Bushwick,40.68594,-73.90653,United States,US,False,moderate,Entire home/apt,2008.0,$269 ,$54 ,3.0,198.0,6/9/2019,3.7,1.0,2.0,194.0,,
2335693,"STUNNING OCEAN-VIEW 1BR in BROOKLYN, NYC",26104336287,verified,Al,Brooklyn,Brighton Beach,40.57519,-73.95468,United States,US,False,flexible,Entire home/apt,2005.0,$508 ,$102 ,2.0,59.0,6/28/2019,0.81,5.0,1.0,99.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties and smoking are not allowed under any circumstances and incur significant fees. Pets may be considered with pre-approval and an additional pet fee.",
46606404,Great spacious prime studio in Midtown,14791496648,verified,Tony,Manhattan,Murray Hill,40.74819,-73.97201,United States,US,True,strict,Entire home/apt,2020.0,$884 ,$177 ,6.0,2.0,10/24/2017,0.09,2.0,1.0,341.0,,
44343631,Staten island home not far from ferry to manhattan,85124213615,unconfirmed,Gloria,Staten Island,Randall Manor,40.63552,-74.12125,United States,US,True,strict,Private room,2005.0,$137 ,$27 ,3.0,0.0,,,2.0,1.0,362.0,,
22751462,"Entire Place *NEW APT - NYC, LGA, Flushing Meadows",39594307373,unconfirmed,Corey,Queens,Elmhurst,40.73383,-73.87346,United States,US,False,moderate,Entire home/apt,2020.0,$635 ,$127 ,2.0,10.0,6/30/2019,1.47,5.0,1.0,78.0,#NAME?,
37671847,Dreamy 2br Red Hook Escape w/ Roof Deck and a View,29648642738,verified,Emily,Brooklyn,Red Hook,40.67558,-74.01252,United States,US,True,strict,Entire home/apt,2006.0,"$1,081 ",$216 ,365.0,2.0,11/30/2020,0.12,5.0,1.0,87.0,,
44525890,PRIVATE ROOM - Sunny and Spacious - Brooklyn Loft,22071114795,verified,Aurelien,Brooklyn,Williamsburg,40.70616,-73.92918,United States,US,False,strict,Private room,2009.0,$672 ,$134 ,2.0,58.0,2/11/2019,2.02,5.0,2.0,0.0,I'm a semi kosher vegetarian which means that I don't bring any pork or shelled fish into the house.  Chicken/Red meat is fine.,
35784085,"Midtown 2Bed  1.5Bath Luxury Full Kitchen, Balcony",56256354626,unconfirmed,Beekman,Manhattan,Midtown,40.7534,-73.96617,United States,US,True,strict,Entire home/apt,2019.0,$805 ,$161 ,3.0,29.0,10/26/2021,0.69,2.0,7.0,272.0,,
21359666,1 Bedroom Apartment 1 minute walk to subway,48703928448,verified,Tim,Queens,Astoria,40.76363,-73.92178,United States,US,True,strict,Entire home/apt,,$836 ,$167 ,5.0,0.0,,,3.0,2.0,0.0,"Guests must be quiet and clean adults,all the other apartments in the building are leased long term to working professionals. No students. The welcome/ check-in letter will be forwarded to you several days before your check in date.",
38329084,Small smoking room 5 minutes away from casino,24207031132,unconfirmed,Nikky,Queens,Richmond Hill,40.67839,-73.82206,United States,US,True,strict,Private room,2003.0,$836 ,$167 ,1.0,3.0,3/18/2020,0.11,4.0,1.0,90.0,,
6858478,Sunny 2 BR apartment in E Village,38611410509,verified,John,Manhattan,East Village,40.72845,-73.97989,United States,US,False,flexible,Entire home/apt,2014.0,"$1,036 ",$207 ,2.0,3.0,10/12/2015,0.06,4.0,1.0,379.0,,
33066769,"Perfect Location, Elevator, Balcony and Renovated",2582846491,verified,Joshua,Manhattan,Lower East Side,40.72183,-73.98628,United States,US,False,flexible,Entire home/apt,2003.0,$207 ,$41 ,7.0,3.0,1/5/2022,0.65,4.0,1.0,180.0,,
25573715,Great 3Bedroom Apt in Stunning Location,3764190200,verified,Zara,Manhattan,Chelsea,40.74895,-73.99652,United States,US,False,flexible,Entire home/apt,2017.0,$443 ,$89 ,14.0,3.0,6/16/2019,1.8,4.0,1.0,321.0,,
36021022,Apartment in upper manhattan,50978176883,unconfirmed,Odalina,Manhattan,Washington Heights,40.85728,-73.92788,United States,US,False,moderate,Entire home/apt,2009.0,$158 ,$32 ,1.0,11.0,10/5/2021,1.05,2.0,1.0,95.0,,
4305747,specious 1bd apt on Saint Marks Pl,18852131460,unconfirmed,Yervand,Manhattan,East Village,40.72902,-73.98814,United States,US,True,flexible,Entire home/apt,2013.0,,$66 ,6.0,1.0,11/2/2014,0.02,4.0,1.0,100.0,"No smoking, no parties, very quiet building with friendly neighbors close by",
19136107,Prime Williamsburg on quiet street!,15189171032,unconfirmed,Rolf Arne,Brooklyn,Williamsburg,40.71479,-73.94916,United States,US,True,strict,Entire home/apt,2021.0,$279 ,$56 ,14.0,0.0,,,5.0,1.0,0.0,,
34743000,Modern Apartment w/Private Entry + Full Kitchen,77483518482,unconfirmed,Anne,Brooklyn,Bedford-Stuyvesant,40.6825,-73.95038,United States,US,False,strict,Entire home/apt,2022.0,$596 ,$119 ,30.0,136.0,12/16/2021,1.47,2.0,1.0,49.0,,
56425193,Double room in spacious Morningside apartment,69740553850,unconfirmed,Lucy,Manhattan,Morningside Heights,40.80793,-73.95799,United States,US,True,flexible,Private room,2015.0,$390 ,$78 ,6.0,0.0,,,4.0,1.0,0.0,,
28683717,Private room in Downtown Manhattan,45297902626,verified,Lucy,Manhattan,Chinatown,40.71753,-73.99724,United States,US,False,strict,Private room,2005.0,$311 ,$62 ,1.0,1.0,3/1/2022,1.0,4.0,4.0,161.0,,
1464163,Modern apartment w/ gorgeous view,69586683503,verified,Kelley,Brooklyn,Williamsburg,40.71095,-73.95239,United States,US,True,moderate,Private room,2015.0,$921 ,$184 ,3.0,17.0,5/20/2015,0.19,1.0,1.0,281.0,No smoking. No pets No visitors Cleaning of rooms & toilets will be down by guest after use and at check out.  A surcharge of $50 will be imposed if guests smoke within the property.  Sanitary pads are not allowed in the WC.   Kitchen utensils are to be washed after use always.  If you lose the keys $20 surcharge will be imposed for replacement. Turn off all lights and electronics  in your room if not in use or not home.,
42152657,Sonder | The Nash | Contemporary Studio + Rooftop,74010765212,unconfirmed,Sonder (NYC),Manhattan,Murray Hill,40.74862,-73.97531,United States,US,True,moderate,Entire home/apt,2008.0,$179 ,$36 ,2.0,4.0,6/22/2019,1.35,2.0,327.0,140.0,,
22775211,Spacious Room w/Comfy Queen Bed. Central Location!,51096346896,verified,Tina,Brooklyn,Crown Heights,40.67506,-73.94648,United States,US,True,strict,Private room,2022.0,$129 ,$26 ,3.0,6.0,6/15/2019,0.85,4.0,1.0,41.0,"Arrival time can be no later than 10:00PM. No visitors allowed at anytime without prior approval. Overnight guests are only allowed as part of the reservation. Never more than 2 people in this room.  No smoking. 11:00 PM is quiet time while watching private room tv is acceptable. No eating meals in the room. It's too small, you'll see what I'm saying, and there's a nice dining table for that. Small snacks are fine. If you cook and/or uses dishes and utensils then please clean them so someone else can use them. Do not leave anything uncleaned in the sink overnight. Shared areas of the home are expected to be maintained after you use them. There are no room services provided other than normal cleaning. Closet and dresser space is provided for your clothes.",
45412884,Gorgeous 1 Bedroom Apartment,69556356970,unconfirmed,AFI Apartments,Manhattan,Upper East Side,40.77299,-73.95745,United States,US,False,flexible,Entire home/apt,2009.0,$338 ,$68 ,30.0,3.0,11/19/2018,0.14,2.0,29.0,327.0,,
48047355,Small New-York-Style Room by Central Park!,30756862560,unconfirmed,Fernando,Manhattan,Harlem,40.80713,-73.9542,United States,US,True,flexible,Private room,2010.0,"$1,010 ",$202 ,2.0,46.0,3/11/2017,1.17,5.0,,422.0,No Smoking No Pets,
44249188,Clean & Large room hearth of NYC Midtown!!,33221047183,unconfirmed,Tomas,Manhattan,Midtown,40.75481,-73.96982,United States,US,True,flexible,Private room,2020.0,$741 ,$148 ,9.0,53.0,5/12/2019,1.79,5.0,1.0,15.0,"1. Only the ORIGINAL OCCUPANTS at the time of booking are allowed to stay in the property overnight and secondly no additional guest will be brought in without prior authorization. 2. Excessive NOISE & DISTURBANCES, specifically on work nights (Sunday thru Thursday) are to be kept to a minimum after 10pm. On other nights of the week we ask that noise is kept to a controlled, restrained and respectable level do to the nature of this being a shared space.  3. SMOKING is not permitted in any of the inside premisses, this includes the guest room, condo unit and building. You may smoke outside in the street or on the outdoor patio. 4. DAMAGES to the property and it's contents (within the bedroom and the condo itself) will be subject to reinstitution in accordance to airbnb rules and regulations and may lead to the immediate dismissal from the property. 5. WASHER & DRYER is available for use by the guest free of charge but under the condition that we (the host) are present at the time of use",
8357420,Cozy Room for Rent in Williamsburg!,89761859966,unconfirmed,Nina,Brooklyn,Williamsburg,40.71557,-73.94004,United States,US,True,strict,Private room,2005.0,$393 ,$79 ,1.0,0.0,,,4.0,1.0,190.0,,
44391129,Summer Special-Near Bronx Zoo/Botanic Garden/Metro,24326790365,unconfirmed,Angela,Bronx,Pelham Gardens,40.86673,-73.845,United States,US,True,strict,Entire home/apt,2017.0,$621 ,$124 ,3.0,75.0,7/1/2019,2.74,5.0,1.0,146.0,"Ali's House Rules When you stay in an Airbnb, you're staying in someone's home. Here are some guidelines Joe asks all guests to follow.  Quiet down AFTER 10PM specially in week days",
4750901,Great location with private access & private bath,81166413156,unconfirmed,Corinne,Brooklyn,Bushwick,40.70583,-73.91658,United States,US,True,strict,Private room,2006.0,$199 ,$40 ,10.0,4.0,7/13/2018,0.27,5.0,1.0,84.0,,
43444486,Large sunny room Williamsburg ten mins to City,37096747888,verified,Belinda,Brooklyn,Williamsburg,40.71512,-73.95655,United States,US,True,moderate,Private room,2017.0,$372 ,$74 ,2.0,29.0,10/30/2018,0.9,4.0,2.0,34.0,- $100 pet fee,
13586044,Pretty UES Private Room in Railroad Style Apt,93701958113,unconfirmed,Patrick,Manhattan,Upper East Side,40.77409,-73.94995,United States,US,True,strict,Private room,2021.0,$79 ,$16 ,2.0,9.0,5/7/2018,0.35,1.0,1.0,0.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",
35122430,La Sienna  - Studio Apartment,77267757053,verified,Christina,Manhattan,Harlem,40.80751,-73.95263,United States,US,True,strict,Entire home/apt,2019.0,$103 ,$21 ,3.0,85.0,12/4/2021,1.54,5.0,1.0,200.0,,
